date,Language,Media,Date,Title,Url,Prelim-Rating,Rating,Oped/Non oped,Text
2024-07-18 4:19:20,en,hindustantimes.com,2024-07-18,Budget 2024 Expectations Live Updates: Nirmala Sitharaman may bring key tax changes on July 23,https://www.hindustantimes.com/budget/budget-2024-expectations-live-updates-nirmala-sitharaman-may-bring-key-tax-changes-on-july-23-101721271918166.html,,,,
2024-07-18 10:33:00,en,hindustantimes.com,2024-07-18,Railway Budget 2024: When is it? What to expect? All your questions answered,https://www.hindustantimes.com/budget/railway-budget-2024-when-is-it-what-to-expect-all-your-questions-answered-101721288931066.html,,,,
2024-07-18 13:32:14,en,financialexpress.com,2024-07-18,Union Budget 2024: 5 key announcements senior citizens can expect from FM Nirmala Sitharaman,https://www.financialexpress.com/budget/union-budget-2024-5-key-announcements-senior-citizens-can-expect-from-fm-nirmala-sitharaman-3557109/,Center,,,
2024-07-18 13:24:26,en,indiatimes.com,2024-07-18,Budget 2024: EV sector seeks comprehensive support and innovation boost,https://timesofindia.indiatimes.com/business/india-business/budget-2024-ev-sector-seeks-comprehensive-support-and-innovation-boost/articleshow/111838849.cms,Center,,,
2024-07-18 4:17:19,en,indiatimes.com,2024-07-18,Budget 2024 Expectations highlights: India's food subsidies may cost 11% more than initial plan,https://economictimes.indiatimes.com/news/newsblogs/budget-2024-live-updates-tax-slabs-gst-infrastructure-expectations-india-gdp-growth-finance-minister-nirmala-sitharaman-announcements-union-budget-2024-date-time/liveblog/111797658.cms,Center,,,
2024-07-18 13:31:25,en,financialexpress.com,2024-07-18,Budget 2024 Expectations: India’s business landscape anticipates transformative Budget,https://www.financialexpress.com/budget/budget-2024-expectations-indias-business-landscape-anticipates-transformative-budget-3557227/,Center,,,
2024-07-18 13:40:21,en,financialexpress.com,2024-07-18,Budget 2024: Streamlining TDS / TCS provisions is the need of the hour – Here’s why,https://www.financialexpress.com/budget/budget-2024-streamlining-tds-tcs-provisions-is-the-need-of-the-hour-heres-why-3557179/,Center,,,
2024-07-19 0:19:47,en,news18.com,2024-07-18,"Budget 2024 Stock Picks: Axis Securities Bets On Hero MotoCorp, Nestle, UltraTech And More",https://www.news18.com/business/markets/budget-2024-stock-picks-axis-securities-bets-on-hero-motocorp-nestle-ultratech-and-more-8969496.html,Left,,,
2024-07-18 10:33:40,en,indiatimes.com,2024-07-18,Budget 2024: Government seeks industry input to boost telecom sector,https://timesofindia.indiatimes.com/business/india-business/budget-2024-government-seeks-industry-input-to-boost-telecom-sector/articleshow/111834441.cms,Center,,,
2024-07-18 8:26:52,en,hindustantimes.com,2024-07-18,Budget 2024: These stocks and sectors may gain from Nirmala Sitharaman's announcements,https://www.hindustantimes.com/budget/budget-2024-these-stocks-and-sectors-may-gain-from-nirmala-sitharamans-announcements-101721282410268.html,,,,
2024-07-18 12:21:26,en,indiatimes.com,2024-07-18,Budget 2024: Key Expectations for Transforming School Education,https://timesofindia.indiatimes.com/business/india-business/union-budget-2024-25-key-expectations-for-transforming-school-education/articleshow/111834659.cms,Center,,,
2024-07-18 13:31:29,en,financialexpress.com,2024-07-18,Budget 2024 Expectations: ‘Need to introduce policies to provide direct and indirect tax benefits for R&D and investments’,https://www.financialexpress.com/budget/budget-2024-expectations-need-to-introduce-policies-to-provide-direct-and-indirect-tax-benefits-for-rd-and-investments-3557190/,Center,,,
2024-07-19 0:20:59,en,news18.com,2024-07-18,"Union Budget 2024 Expectations: Middle Class Wants Exemptions, Tax Cuts",https://www.news18.com/business/economy/budget-2024-expectations-live-updates-expected-key-changes-income-tax-finance-minister-nirmala-sitharaman-gst-latest-news-18-july-2024-liveblog-8969627.html,Left,,,
2024-07-19 0:19:33,en,news18.com,2024-07-18,"Budget 2024 Expectations: Affordable Healthcare, Subsidies On Check-ups, GST Relief Key Demands",https://www.news18.com/business/economy/budget-2024-expectations-healthcare-sector-modi-3-0-8970127.html,Left,,,
2024-07-18 10:27:12,en,indiatimes.com,2024-07-18,Budget 2024: Elderly NGOs seek major revisions in upcoming budget to support senior citizens,https://economictimes.indiatimes.com/news/economy/policy/budget-2024-elderly-ngos-seek-major-revisions-in-upcoming-budget-to-support-senior-citizens/articleshow/111833676.cms,Center,,,
2024-07-18 13:39:56,en,financialexpress.com,2024-07-18,"Union Budget 2024: Anticipated Boosts for EVs, Hybrids, and Flex-Fuel Technologies to Drive Sustainable Mobility",https://www.financialexpress.com/business/express-mobility-union-budget-2024-anticipated-boosts-for-evs-hybrids-and-flex-fuel-technologies-to-drive-sustainable-mobility-3557047/,Center,,,
2024-07-18 12:37:25,en,hindustantimes.com,2024-07-18,Jefferies' Chris Wood on Budget 2024: India should have no capital gains tax,https://www.hindustantimes.com/budget/jefferies-chris-wood-on-budget-2024-india-should-have-no-capital-gains-tax-101721301423281.html,,,,
2024-07-18 11:23:32,en,indiatimes.com,2024-07-18,Budget 2024: What tax changes coming in first Modi 3.0 Budget — hike in standard deduction or basic exemption limit or both?,https://economictimes.indiatimes.com/wealth/personal-finance-news/budget-2024-hike-in-standard-deduction-or-basic-exemption-limit-or-both-what-tax-changes-coming-in-first-budget-of-modi-3-0/articleshow/111834715.cms,Center,,,
2024-07-18 10:31:00,en,hindustantimes.com,2024-07-18,"Budget 2024: Taxpayers, you can expect these 6 income tax benefits on July 23",https://www.hindustantimes.com/budget/budget-2024-taxpayers-you-can-expect-these-6-income-tax-benefits-on-july-23-101721292010620.html,,,,
2024-07-18 5:18:25,en,indiatimes.com,2024-07-18,Budget 2024: ELCINA pushes to curb import dependency through innovation and domestic component design,https://economictimes.indiatimes.com/small-biz/sme-sector/budget-2024-elcina-pushes-to-curb-import-dependency-through-innovation-and-domestic-component-design/articleshow/111817952.cms,Center,,,
2024-07-18 12:38:37,en,hindustantimes.com,2024-07-18,Confused where to invest? Stock market may like Budget 2024 if Nirmala Sitharaman focuses on these themes,https://www.hindustantimes.com/budget/confused-where-to-invest-stock-market-may-like-budget-2024-if-nirmala-sitharaman-focuses-on-these-themes-101721303693772.html,,,,
2024-07-18 7:24:46,en,indiatimes.com,2024-07-18,"Income Tax Expectations Budget 2024: What can the salaried, individual taxpayers expect? Top points",https://timesofindia.indiatimes.com/business/india-business/income-tax-expectations-budget-2024-what-can-the-salaried-individual-taxpayers-expect-top-points/articleshow/111827692.cms,Center,,,
2024-07-18 12:35:15,en,hindustantimes.com,2024-07-18,Budget 2024: Will Nirmala Sitharaman bring cheer to middle-class with income tax changes?,https://www.hindustantimes.com/budget/budget-2024-will-nirmala-sitharaman-bring-cheer-to-middle-class-with-income-tax-changes-101721295480965.html,,,,
2024-07-17 10:22:04,en,financialexpress.com,2024-07-17,Nestle Vs ITC Vs HUL: Why are key FMCG stocks in focus ahead of Budget 2024,https://www.financialexpress.com/market/nestle-vs-itc-vs-hul-why-are-key-fmcg-stocks-in-focus-ahead-of-budget-2024-3556248/,Center,,,
2024-07-18 0:19:08,en,news18.com,2024-07-17,"Union Budget 2024: Date, Time, Expectations, Where to Watch, Key Facts, Here's All You Need to Know",https://www.news18.com/business/economy/budget-2024-date-time-where-to-watch-key-facts-expectations-8968814.html,Left,,,
2024-07-17 5:20:02,en,indiatimes.com,2024-07-17,"Budget 2024: More funds and focus on R can solve many problems of pharma sector, say stakeholders",https://economictimes.indiatimes.com/small-biz/sme-sector/budget-2024-more-funds-and-focus-on-rd-can-solve-many-problems-of-pharma-sector-say-stakeholders/articleshow/111798414.cms,Center,,,
2024-07-17 12:25:11,en,indiatimes.com,2024-07-17,"Experts call for Modi government to cut red tapism further in Union Budget 2024, boost ease of doing business",https://economictimes.indiatimes.com/news/economy/policy/experts-call-modi-government-to-cut-red-tapism-further-in-union-budget-2024-boost-ease-of-doing-business/articleshow/111809938.cms,Center,,,
2024-07-17 10:24:09,en,financialexpress.com,2024-07-17,Budget 2024 Expectations: Big tax breaks likely for individuals earning up to Rs 10 lakh annually,https://www.financialexpress.com/budget/budget-2024-expectations-big-tax-breaks-likely-for-individuals-earning-up-to-rs-10-lakh-3556061/,Center,,,
2024-07-17 3:28:22,en,hindustantimes.com,2024-07-17,Budget 2024 Expectations Live Updates: What salaried taxpayers expect from Nirmala Sitharaman,https://www.hindustantimes.com/budget/budget-2024-expectations-live-updates-what-salaried-taxpayers-expect-from-nirmala-sitharaman-101721183823582.html,,,,
2024-07-17 18:18:24,en,ndtv.com,2024-07-17,Budget 2024 Expectations: Farmers In Gujarat Seek Subsidies and Legal MSP Guarantee,https://www.ndtv.com/video/budget-2024-expectations-farmers-in-gujarat-seek-subsidies-and-legal-msp-guarantee-815778,Left,,,
2024-07-17 4:17:28,en,indiatimes.com,2024-07-17,Budget 2024 Expectations Highlights: Will Modi 3.0 see continued privatisation amid alliance pressures?,https://economictimes.indiatimes.com/news/newsblogs/budget-2024-expectations-live-updates-tax-gst-inra-manufacturing-india-gdp-nirmala-sitharaman-announcements-union-budget-latest-news/liveblog/111769384.cms,Center,,,
2024-07-17 16:40:31,en,indianexpress.com,2024-07-17,Union Budget 2024: ‘Clarity on ITC eligibility on sales promotion expenses pivotal’,https://indianexpress.com/article/business/budget/union-budget-2024-itc-eligibility-sales-promotion-expenses-pivotal-9458846/,Left,,,
2024-07-17 6:29:41,en,indiatimes.com,2024-07-17,"Budget 2024: Women entrepreneurs call for increase in social support, women workforce participation",https://economictimes.indiatimes.com/small-biz/sme-sector/budget-2024-women-entrepreneurs-call-for-increase-in-social-support-women-workforce-participation/articleshow/111798871.cms,Center,,,
2024-07-17 10:22:00,en,financialexpress.com,2024-07-17,Budget 2024 Expectations Live Updates: Will FM Sitharaman table a pro-people Budget aimed at wooing middle-class and coalition partners?,https://www.financialexpress.com/budget/budget-2024-expectations-live-updates-income-tax-slab-for-ay-2024-25-nirmala-sitharaman-3556290/,Center,,,
2024-07-18 0:21:12,en,news18.com,2024-07-17,Budget 2024 Live Updates: Will FM Sitharaman Increase Healthcare Spend?,https://www.news18.com/business/economy/budget-2024-live-updates-will-fm-sitharaman-provide-income-tax-relief-liveblog-8968185.html,Left,,,
2024-07-17 11:25:37,en,indiatimes.com,2024-07-17,Budget 2024: Top 4 things FM Nirmala Sitharaman should do for agriculture,https://timesofindia.indiatimes.com/business/india-business/budget-2024-top-4-things-fm-nirmala-sitharaman-should-do-for-agriculture/articleshow/111807492.cms,Center,,,
2024-07-17 8:28:23,en,indiatimes.com,2024-07-17,Budget 2024 needs to build a toolkit to fix India's skilling-led unemployment crisis,https://economictimes.indiatimes.com/news/economy/policy/budget-2024-unemployment-crisis-skilled-labour-shortage-budget-2024-needs-to-build-a-toolkit-to-fix-indias-skilling-led-unemployment-crisis/articleshow/111792305.cms,Center,,,
2024-07-17 13:19:15,en,financialexpress.com,2024-07-17,"Union Budget 2024: Fintech industry seeks tax incentives to boost consumption, drive growth",https://www.financialexpress.com/budget/union-budget-2024-fintech-industry-seeks-tax-incentives-to-boost-consumption-drive-growth-3556379/,Center,,,
2024-07-18 0:20:25,en,news18.com,2024-07-17,Union Budget 2024: 7 Stocks To Add To Your Portfolio For Up To 22% Upside,https://www.news18.com/business/markets/union-budget-2024-7-stocks-to-add-to-your-portfolio-for-up-to-22-percent-upside-8968477.html,Left,,,
2024-07-18 4:33:08,en,indiatimes.com,2024-07-17,"Budget 2024 Expectations Live Updates: Income tax relief for salaried taxpayers, railways capex in focus",https://timesofindia.indiatimes.com/business/india-business/budget-2024-expectations-live-salaried-employees-stock-market-income-tax-slab-finance-minister-nirmala-sitharaman/liveblog/111797672.cms,Center,,,
2024-07-17 10:21:27,en,financialexpress.com,2024-07-17,"Budget 2024 Speech Live Streaming: When, where to watch FM Nirmala Sitharaman Union Budget speech LIVE",https://www.financialexpress.com/budget/budget-2024-speech-live-streaming-when-where-to-watch-fm-nirmala-sitharaman-union-budget-speech-live-3556307/,Center,,,
2024-07-17 10:24:54,en,financialexpress.com,2024-07-17,Budget 2024: Lock-in begins at finance ministry after ‘halwa’ ceremony inside North Block basement,https://www.financialexpress.com/budget/union-budget-2024-lock-in-begins-at-nirmala-sitharaman-led-finance-ministry-after-halwa-ceremony-inside-north-block-basement-3556147/,Center,,,
2024-07-17 13:23:07,en,hindustantimes.com,2024-07-17,"Budget 2024 wish list: Tax cuts, integration with SEZs among top demands of co-working and co-living players",https://www.hindustantimes.com/real-estate/budget-2024-wish-list-tax-cuts-integration-with-sezs-among-top-demands-of-co-working-and-co-living-players-101721215732407.html,,,,
2024-07-17 1:23:32,en,indiatimes.com,2024-07-16,Budget 2024: Key GST-related challenges MSMEs expect to be addressed,https://economictimes.indiatimes.com/small-biz/sme-sector/budget-2024-key-gst-related-challenges-msmes-expect-to-be-addressed/articleshow/111772073.cms,Center,,,
2024-07-16 9:26:52,en,indiatimes.com,2024-07-16,Budget 2024: With Vande Bharat comes greater need for Indian Railways’ safety shield,https://economictimes.indiatimes.com/industry/transportation/budget-2024-with-vande-bharat-comes-greater-need-for-indian-railways-safety-shield/articleshow/111777158.cms,Center,,,
2024-07-16 9:40:32,en,indiatimes.com,2024-07-16,Budget 2024 income tax expectations: Top 5 things FM Sitharaman should do for taxpayers - from tax slab changes to hiking standard deduction,https://timesofindia.indiatimes.com/business/india-business/budget-2024-income-tax-expectations-top-5-things-fm-sitharaman-should-do-for-taxpayers-from-tax-slab-changes-to-hiking-standard-deduction/articleshow/111775101.cms,Center,,,
2024-07-17 1:23:15,en,indiatimes.com,2024-07-16,Budget 2024: Engineering sector seeks policies that will ease liquidity issues and encourage R,https://economictimes.indiatimes.com/small-biz/sme-sector/budget-2024-engineering-sector-seeks-policies-that-will-ease-liquidity-issues-and-encourage-rd/articleshow/111771952.cms,Center,,,
2024-07-16 4:28:15,en,hindustantimes.com,2024-07-16,Budget 2024 Expectations Live Updates: Will Nirmala Sitharaman provide income tax relief?,https://www.hindustantimes.com/budget/budget-2024-expectations-live-updates-will-nirmala-sitharaman-provide-income-tax-relief-101721097871274.html,,,,
2024-07-17 1:23:43,en,indiatimes.com,2024-07-16,"Budget 2024: More focus on schemes such as RAMP, TUF can boost MSMEs",https://economictimes.indiatimes.com/small-biz/sme-sector/budget-2024-more-focus-on-schemes-such-as-ramp-tuf-can-boost-msmes/articleshow/111771396.cms,Center,,,
2024-07-16 11:29:47,en,ndtv.com,2024-07-16,Union Budget 2024: Who Has Presented Most Number Of Budgets?,https://www.ndtv.com/business-news/union-budget-2024-who-has-presented-most-number-of-budgets-6117172,Left,,,
2024-07-17 1:23:05,en,indiatimes.com,2024-07-16,Union Budget 2024: Can India afford to give aam aadmi the big tax relief it seeks?,https://economictimes.indiatimes.com/news/economy/policy/union-budget-2024-expectations-income-tax-relief-expectations-budget-2024-new-tax-regime-income-tax-standard-deduction-nirmala-sitharaman/articleshow/111772570.cms,Center,,,
2024-07-16 18:35:59,en,indiatimes.com,2024-07-16,Union Budget 2024: What is 'Halwa Ceremony' and its importance in budget session,https://timesofindia.indiatimes.com/life-style/food-news/union-budget-2024-what-is-halwa-ceremony-and-its-importance-in-budget-session/articleshow/111791515.cms,Center,,,
2024-07-16 14:24:14,en,indiatimes.com,2024-07-16,Budget 2024: Nirmala Sitharaman takes part in Halwa ceremony to mark final stage of preparation process,https://economictimes.indiatimes.com/news/economy/policy/budget-2024-nirmala-sitharaman-takes-part-in-halwa-ceremony-to-mark-final-stage-of-preparation-process/articleshow/111786527.cms,Center,,,
2024-07-16 18:23:48,en,financialexpress.com,2024-07-16,"Budget 2024 Expectations: ‘Transformation of public infrastructure, upgrading medical colleges, and investing in rural healthcare needed’",https://www.financialexpress.com/budget/budget-2024-expectations-transformation-of-public-infrastructure-upgrading-medical-colleges-and-investing-in-rural-healthcare-needed-3555588/,Center,,,
2024-07-16 13:37:37,en,financialexpress.com,2024-07-16,"Budget 2024 Expectations: Real estate looks for measures to enhance affordability, boost housing demand",https://www.financialexpress.com/budget/budget-2024-expectations-real-estate-looks-for-measures-to-enhance-affordability-boost-housing-demand-3555205/,Center,,,
2024-07-17 0:19:49,en,news18.com,2024-07-16,Budget 2024: Halwa Ceremony Held To Mark Final Stage of Budget Preparation Process,https://www.news18.com/business/economy/budget-2024-halwa-ceremony-held-to-mark-final-stage-of-budget-preparation-process-8968015.html,Left,,,
2024-07-16 10:23:32,en,hindustantimes.com,2024-07-16,Budget 2024: Will Nirmala Sitharaman announce 8th Pay Commission for central government employees,https://www.hindustantimes.com/budget/budget-2024-will-nirmala-sitharaman-announce-8th-pay-commission-for-central-government-employees-101721119411141.html,,,,
2024-07-16 15:30:12,en,hindustantimes.com,2024-07-16,Union Budget 2024: Nirmala Sitharaman participates in 'halwa' ceremony held at North Block,https://www.hindustantimes.com/budget/union-budget-2024-nirmala-sitharaman-participates-in-halwa-ceremony-held-at-north-block-101721139425010.html,,,,
2024-07-16 10:27:56,en,indiatimes.com,2024-07-16,Budget 2024: FM Nirmala Sitharaman likely to focus on urban development and infrastructure sector,https://timesofindia.indiatimes.com/business/india-business/budget-2024-fm-nirmala-sitharaman-likely-to-focus-on-urban-development-and-infrastructure-sector/articleshow/111779575.cms,Center,,,
2024-07-16 13:47:20,en,financialexpress.com,2024-07-16,Budget 2024 Expectations: Can the Budget rev up rural economy with support from Monsoon?,https://www.financialexpress.com/budget/budget-2024-expectations-can-the-budget-rev-up-rural-economy-with-support-from-monsoon-3554808/,Center,,,
2024-07-17 0:18:57,en,news18.com,2024-07-16,"Budget 2024: Subsidies On Green Energy, Tax Benefits On MSMEs Wishlist From FM Sitharaman",https://www.news18.com/business/economy/budget-2024-subsidies-on-green-energy-tax-benefits-on-msmes-wishlist-from-fm-sitharaman-8967435.html,Left,,,
2024-07-17 4:29:20,en,indiatimes.com,2024-07-16,Union Budget 2024-25: Sitharaman participates in 'halwa' ceremony; marks final stage of Budget preparation,https://timesofindia.indiatimes.com/business/india-business/union-budget-2024-25-sitharaman-participates-in-halwa-ceremony-marks-final-stage-of-budget-preparation/articleshow/111786824.cms,Center,,,
2024-07-16 1:26:58,en,indiatimes.com,2024-07-16,Budget 2024: LTCG auditions for a new role in India realty show,https://economictimes.indiatimes.com/industry/services/property-/-cstruction/budget-2024-ltcg-auditions-for-a-new-role-in-india-realty-show/articleshow/111763421.cms,Center,,,
2024-07-16 11:29:16,en,hindustantimes.com,2024-07-16,"Union Budget 2024: Focus on citizen welfare and manufacturing, says former World Bank chief economist",https://www.hindustantimes.com/budget/union-budget-2024-focus-on-citizen-welfare-and-manufacturing-says-former-world-bank-chief-economist-101721118851055.html,,,,
2024-07-16 13:46:26,en,financialexpress.com,2024-07-16,Budget 2024 Expectations Live Updates: Halwa ceremony held in North Block today; centre convenes all-party meet on July 21,https://www.financialexpress.com/budget/budget-2024-expectations-live-updates-can-the-middle-class-expect-further-tax-relief-how-does-fm-sitharaman-plan-to-woo-the-salaried-employees-here-are-top-expectations-and-analysis-3554879/,Center,,,
2024-07-15 7:20:31,en,indiatimes.com,2024-07-15,"Budget 2024: MSME data stack, alternative credit assessment models can bridge $530 bn credit gap, says industry",https://economictimes.indiatimes.com/small-biz/sme-sector/budget-2024-msme-data-stack-alternative-credit-assessment-models-can-bridge-530-bn-credit-gap-says-industry/articleshow/111745366.cms,Center,,,
2024-07-15 22:26:19,en,financialexpress.com,2024-07-15,"Budget 2024 Expectation: Fiscal consolidation to continue but may see shift in spending mix, says Barclays; Will there be more allocations to core schemes?",https://www.financialexpress.com/budget/budget-2024-expectation-fiscal-consolidation-to-continue-but-may-see-shift-in-spending-mix-says-barclays-3554403/,Center,,,
2024-07-16 0:18:59,en,news18.com,2024-07-15,From Consumption lift To Infra Boost: Budget 2024 Likely To Be Focused On These 5 Themes,https://www.news18.com/business/economy/from-consumption-lift-to-infra-boost-budget-2024-likely-to-be-focused-on-these-5-themes-8966129.html,Left,,,
2024-07-15 11:30:47,en,thehindu.com,2024-07-15,"Union Budget 2024: NBFC sector seeks more funds to improve liquidity, regulatory reforms from Budget",https://www.thehindu.com/business/budget/union-budget-2024-nbfc-sector-seeks-more-funds-to-improve-liquidity/article68406124.ece,Left,,,
2024-07-15 22:25:05,en,financialexpress.com,2024-07-15,Budget 2024 Expectations: Why India must increase its healthcare budget to tackle climate crisis,https://www.financialexpress.com/budget/budget-2024-expectations-why-india-must-increase-its-healthcare-budget-to-tackle-climate-crisis-3554396/,Center,,,
2024-07-15 8:25:01,en,indiatimes.com,2024-07-15,Budget 2024: What does the stock market expect from the coalition government Budget?,https://economictimes.indiatimes.com/markets/stocks/news/budget-2024-what-does-the-stock-market-expect-from-the-coalition-government-budget/articleshow/111748089.cms,Center,,,
2024-07-15 12:34:25,en,hindustantimes.com,2024-07-15,Union Budget 2024: Medical insurance and retirement benefits for gig workers possible,https://www.hindustantimes.com/budget/union-budget-2024-medical-insurance-and-retirement-benefits-for-gig-workers-possible-101721040737899.html,,,,
2024-07-16 0:19:54,en,news18.com,2024-07-15,"Budget 2024: Economists Expect Policy Continuity, Ease of Doing Business, and Fiscal Discipline",https://www.news18.com/business/economy/budget-2024-economists-expect-policy-continuity-ease-of-doing-business-and-fiscal-descipline-8966431.html,Left,,,
2024-07-16 1:17:56,en,newindianexpress.com,2024-07-15,Budget 2024: Addressing taxation challenges of individuals,https://www.newindianexpress.com/business/2024/Jul/15/budget-2024-addressing-taxation-challenges-of-individuals,Center,,,
2024-07-15 5:23:09,en,indiatimes.com,2024-07-15,Budget 2024: Analysing the impact of previous budgetary allocations on overall consumer business,https://economictimes.indiatimes.com/small-biz/policy-trends/budget-2024-analysing-the-impact-of-previous-budgetary-allocations-on-overall-consumer-business/articleshow/111743921.cms,Center,,,
2024-07-16 0:19:14,en,news18.com,2024-07-15,Budget 2024 Likely To Bring Tax Relief For Middle Class; Here's What Experts Say,https://www.news18.com/business/tax/budget-2024-likely-to-bring-tax-relief-for-middle-class-heres-what-experts-say-8966787.html,Left,,,
2024-07-15 22:25:19,en,financialexpress.com,2024-07-15,Budget 2024 Expectations: Here’s what individual taxpayers want from FM Nirmala Sitharaman,https://www.financialexpress.com/budget/budget-2024-expectations-heres-what-individual-taxpayers-want-from-fm-nirmala-sitharaman-3554228/,Center,,,
2024-07-15 10:24:33,en,indiatimes.com,2024-07-15,Union Budget 2024: Sectors for investors - What can the Budget hold for different sectors,https://economictimes.indiatimes.com/news/economy/policy/union-budget-2024-sectors-for-investors-what-can-the-budget-hold-for-different-sectors/articleshow/111751656.cms,Center,,,
2024-07-15 11:21:34,en,financialexpress.com,2024-07-15,"IT, Energy top picks for Religare Broking ahead of Budget 2024",https://www.financialexpress.com/market/cafeinvest-it-energy-top-picks-for-religare-broking-ahead-of-budget-2024-3554004/,Center,,,
2024-07-15 15:18:49,en,ndtv.com,2024-07-15,Union Budget 2024: Restaurant Owners In Amritsar Demand Uniform Tax Slab,https://www.ndtv.com/video/union-budget-2024-restaurant-owners-in-amritsar-demand-uniform-tax-slab-814900,Left,,,
2024-07-16 0:21:04,en,news18.com,2024-07-15,Union Budget 2024 Expectations LIVE: Will FM Sitharaman Announce Income Tax Relief?,https://www.news18.com/business/economy/budget-2024-live-updates-finance-minister-nirmala-sitharaman-income-tax-liveblog-8965639.html,Left,,,
2024-07-15 4:18:26,en,indiatimes.com,2024-07-15,Budget 2024 Expectations Live: Startups eye angel tax relief and health tech boost in Budget,https://economictimes.indiatimes.com/news/newsblogs/budget-2024-expectations-live-updates-tax-gst-inra-manufacturing-india-gdp-nirmala-sitharaman-announcements-union-budget-latest-news-15-july/liveblog/111741830.cms,Center,,,
2024-07-15 11:22:59,en,financialexpress.com,2024-07-15,Budget 2024 Expectation: Tax holiday and GST exemption top Space sector’s Budget wishlist,https://www.financialexpress.com/budget/budget-2024-expectation-tax-holiday-and-gst-exemption-top-space-sectors-budget-wishlist-3553877/,Center,,,
2024-07-15 13:31:27,en,indiatimes.com,2024-07-15,"Major insurance changes in Budget 2024: Combi products offering life, health insurance soon; will insurers sell mutual funds?",https://economictimes.indiatimes.com/wealth/insure/budget-2024-mega-insurance-changes-combi-products-offering-life-health-insurance-soon-will-insurers-sell-mutual-funds/articleshow/111758261.cms,Center,,,
2024-07-15 14:24:52,en,hindustantimes.com,2024-07-15,Union Budget 2024: Overseas credit card spending above ₹7 lakh may be taxed 20%,https://www.hindustantimes.com/budget/union-budget-2024-overseas-credit-card-spending-above-rs-7-lakh-may-be-taxed-20-101721046408129.html,,,,
2024-07-16 3:24:26,en,indiatimes.com,2024-07-15,Budget 2024: Why was Budget date shifted from February 28?,https://economictimes.indiatimes.com/news/economy/policy/budget-2024-why-was-budget-date-shifted-from-february-28/slideshow/111756966.cms,Center,,,
2024-07-15 22:28:18,en,financialexpress.com,2024-07-15,Budget 2024: A defining moment for India’s green economy,https://www.financialexpress.com/business/sustainability-budget-2024-a-defining-moment-for-indias-green-economy-3554257/,Center,,,
2024-07-15 7:18:00,en,financialexpress.com,2024-07-15,"Union Budget 2024: Why Standard Deduction limit needs to be increased to Rs 100,000!",https://www.financialexpress.com/money/union-budget-2004-why-standard-deduction-limit-needs-to-be-increased-to-rs-100000-3553321/,Center,,,
2024-07-14 8:22:46,en,financialexpress.com,2024-07-14,Budget 2024 Expectations Live Updates: Will there be policies to drive growth in retail industry?,https://www.financialexpress.com/budget/budget-2024-expectations-live-updates-real-estate-retail-income-tax-nirmala-sitharaman-budget-date-time-latest-news-3552982/,Center,,,
2024-07-14 15:27:26,en,financialexpress.com,2024-07-14,Budget 2024 Expectation: Can middle class hope for sizeable cut in personal income tax? Experts appeal but will FM listen,https://www.financialexpress.com/budget/budget-2024-expectation-can-middle-class-hope-for-sizeable-cut-in-personal-income-tax-experts-appeal-but-will-fm-listen-3553202/,Center,,,
2024-07-14 8:27:51,en,indiatimes.com,2024-07-14,Budget 2024: Tax practitioners' urge govt to rationalise personal income tax,https://economictimes.indiatimes.com/news/economy/policy/budget-2024-tax-practitioners-urge-govt-to-rationalise-personal-income-tax/articleshow/111726438.cms,Center,,,
2024-07-15 0:18:28,en,news18.com,2024-07-14,Budget 2024 Expectations: Tax Practitioners Urge Govt To Rationalise Personal Income Tax,https://www.news18.com/business/tax/budget-2024-expectations-tax-practitioners-urge-govt-to-rationalise-personal-income-tax-8965531.html,Left,,,
2024-07-14 14:26:46,en,indiatimes.com,2024-07-14,Budget 2024: Double standard deduction to Rs 1 lakh and more on the table that need Nirmala Sitharaman's attention,https://economictimes.indiatimes.com/news/economy/policy/budget-2024-double-standard-deduction-to-rs-1-lakh-and-more-on-the-table-that-need-nirmala-sitharamans-attention/articleshow/111732345.cms,Center,,,
2024-07-14 15:21:33,en,hindustantimes.com,2024-07-14,Union Budget 2024: EV industry seeks incentives and tax rationalisation,https://www.hindustantimes.com/budget/union-budget-2024-ev-industry-seeks-incentives-and-tax-rationalisation-101720948962807.html,,,,
2024-07-14 0:17:54,en,news18.com,2024-07-13,Union Budget 2024 Expectations LIVE: Will FM Nirmala Sitharaman Increase Section 80C Deduction Limit?,https://www.news18.com/business/economy/budget-2024-news-live-updates-date-expectations-income-tax-fm-nirmala-sitharaman-liveblog-8964128.html,Left,,,
2024-07-13 16:26:55,en,indiatimes.com,2024-07-13,Budget 2024 income tax expectations: Why new tax regime is likely to be made more attractive,https://timesofindia.indiatimes.com/business/india-business/budget-2024-income-tax-expectations-why-new-tax-regime-is-likely-to-be-made-more-attractive/articleshow/111717575.cms,Center,,,
2024-07-13 13:22:55,en,thehindu.com,2024-07-13,Watch: Jamnagar’s Bandhani saree makers hoping for government support: Union Budget 2024,https://www.thehindu.com/news/national/gujarat/watch-jamnagars-bandhani-saree-makers-hoping-for-government-support-union-budget-2024/article68399967.ece,Left,,,
